t_recv,seq,bytes,t_send,latency_ms
1765629794.612568,1,256,1765629794.601881,10.687
1765629794.615481,2,256,1765629794.604521,10.961
1765629794.616565,3,256,1765629794.605871,10.694
1765629794.618087,4,256,1765629794.607375,10.711
1765629794.618505,5,256,1765629794.607551,10.954
1765629794.620514,6,256,1765629794.609885,10.630
1765629794.621426,7,256,1765629794.610744,10.682
1765629794.630886,8,256,1765629794.620177,10.709
1765629794.631354,9,256,1765629794.620589,10.765
1765629794.634182,10,256,1765629794.623483,10.699
1765629794.636972,11,256,1765629794.626142,10.830
1765629794.637403,12,256,1765629794.626748,10.654
1765629794.638481,13,256,1765629794.627888,10.592
1765629794.641172,14,256,1765629794.630327,10.845
1765629794.641581,15,256,1765629794.630938,10.643
1765629794.642894,16,256,1765629794.632070,10.823
1765629794.648414,17,256,1765629794.637605,10.809
1765629794.655034,18,256,1765629794.644168,10.866
1765629794.659046,19,256,1765629794.648264,10.782
1765629794.660304,20,256,1765629794.649425,10.879
1765629794.661106,21,256,1765629794.650387,10.719
1765629794.663118,22,256,1765629794.652394,10.725
1765629794.667666,23,256,1765629794.656762,10.904
1765629794.670045,24,256,1765629794.659197,10.848
1765629794.673516,25,256,1765629794.662765,10.750
1765629794.676828,26,256,1765629794.665974,10.853
1765629794.677044,27,256,1765629794.666097,10.947
1765629794.682667,28,256,1765629794.671791,10.877
1765629794.684119,29,256,1765629794.673370,10.750
1765629794.684690,30,256,1765629794.674019,10.671
1765629794.685132,31,256,1765629794.674057,11.074
1765629794.686948,32,256,1765629794.676004,10.944
1765629794.690670,33,256,1765629794.679821,10.849
1765629794.691141,34,256,1765629794.680517,10.624
1765629794.695053,35,256,1765629794.684069,10.984
1765629794.695471,36,256,1765629794.684772,10.699
1765629794.697645,37,256,1765629794.686801,10.844
1765629794.699704,38,256,1765629794.688853,10.851
1765629794.700039,39,256,1765629794.689085,10.955
1765629794.701423,40,256,1765629794.690665,10.758
1765629794.703487,41,256,1765629794.692787,10.701
1765629794.705914,42,256,1765629794.695091,10.822
1765629794.713438,43,256,1765629794.702530,10.908
1765629794.719411,44,256,1765629794.708473,10.938
1765629794.726331,45,256,1765629794.715258,11.073
1765629794.726491,46,256,1765629794.715491,11.000
1765629794.727440,47,256,1765629794.716580,10.859
1765629794.737013,48,256,1765629794.726129,10.883
1765629794.739014,49,256,1765629794.728319,10.695
1765629794.739685,50,256,1765629794.729107,10.578
1765629794.745784,51,256,1765629794.735031,10.753
1765629794.746106,52,256,1765629794.735208,10.898
1765629794.751935,53,256,1765629794.741022,10.913
1765629794.754356,54,256,1765629794.743465,10.891
1765629794.761600,55,256,1765629794.750765,10.835
1765629794.761871,56,256,1765629794.750982,10.889
1765629794.775512,57,256,1765629794.764565,10.947
1765629794.776375,58,256,1765629794.765498,10.877
1765629794.779080,59,256,1765629794.768328,10.752
1765629794.779467,60,256,1765629794.768751,10.716
1765629794.786254,61,256,1765629794.775253,11.001
1765629794.789339,62,256,1765629794.778476,10.863
1765629794.797425,63,256,1765629794.786521,10.904
1765629794.801147,64,256,1765629794.790387,10.760
1765629794.807339,65,256,1765629794.796347,10.992
1765629794.807454,66,256,1765629794.796606,10.848
1765629794.809301,67,256,1765629794.798353,10.948
1765629794.812763,68,256,1765629794.801925,10.838
1765629794.815033,69,256,1765629794.804081,10.952
1765629794.818014,70,256,1765629794.807071,10.943
1765629794.818715,71,256,1765629794.807875,10.839
1765629794.820364,72,256,1765629794.809612,10.752
1765629794.820722,73,256,1765629794.809754,10.968
1765629794.821259,74,256,1765629794.810308,10.951
1765629794.821666,75,256,1765629794.810333,11.332
1765629794.833643,76,256,1765629794.822829,10.815
1765629794.835019,77,256,1765629794.824254,10.766
1765629794.836558,78,256,1765629794.825712,10.846
1765629794.843440,79,256,1765629794.832527,10.913
1765629794.848313,80,256,1765629794.837232,11.081
1765629794.850926,81,256,1765629794.840005,10.921
1765629794.852048,82,256,1765629794.841424,10.624
1765629794.855563,83,256,1765629794.844834,10.729
1765629794.861409,84,256,1765629794.850717,10.692
1765629794.881126,85,256,1765629794.870413,10.713
1765629794.886205,86,256,1765629794.875556,10.649
1765629794.893934,87,256,1765629794.883322,10.612
1765629794.894363,88,256,1765629794.883462,10.901
1765629794.896530,89,256,1765629794.885973,10.557
1765629794.901017,90,256,1765629794.890423,10.594
1765629794.904341,91,256,1765629794.893606,10.734
1765629794.905344,92,256,1765629794.894615,10.729
1765629794.906505,93,256,1765629794.895905,10.600
1765629794.907617,94,256,1765629794.897021,10.596
1765629794.910186,95,256,1765629794.899423,10.763
1765629794.911417,96,256,1765629794.900640,10.778
1765629794.921233,97,256,1765629794.910327,10.906
1765629794.926834,98,256,1765629794.916104,10.730
1765629794.930382,99,256,1765629794.919543,10.839
1765629794.937496,100,256,1765629794.926671,10.826
1765629794.939683,101,256,1765629794.929016,10.667
1765629794.940064,102,256,1765629794.929415,10.649
1765629794.941865,103,256,1765629794.931178,10.687
1765629794.942589,104,256,1765629794.932050,10.540
1765629794.947227,105,256,1765629794.936498,10.730
1765629794.949488,106,256,1765629794.938837,10.650
1765629794.952214,107,256,1765629794.941489,10.724
1765629794.952550,108,256,1765629794.941681,10.869
1765629794.959831,109,256,1765629794.949072,10.759
1765629794.962035,110,256,1765629794.951346,10.689
1765629794.964738,111,256,1765629794.954125,10.613
1765629794.965135,112,256,1765629794.954287,10.848
1765629794.966556,113,256,1765629794.955848,10.708
1765629794.966894,114,256,1765629794.956266,10.628
1765629794.968941,115,256,1765629794.958294,10.648
1765629794.989511,116,256,1765629794.978569,10.942
1765629794.995013,117,256,1765629794.984266,10.747
1765629794.998793,118,256,1765629794.988044,10.749
1765629794.999172,119,256,1765629794.988396,10.777
1765629794.999660,120,256,1765629794.988486,11.175
1765629795.001451,121,256,1765629794.990780,10.671
1765629795.004691,122,256,1765629794.993955,10.736
1765629795.011148,123,256,1765629795.000304,10.845
1765629795.012722,124,256,1765629795.001978,10.744
1765629795.013945,125,256,1765629795.003273,10.672
1765629795.015385,126,256,1765629795.004693,10.692
1765629795.022128,127,256,1765629795.011407,10.721
1765629795.023970,128,256,1765629795.013079,10.891
1765629795.024930,129,256,1765629795.014266,10.665
1765629795.026876,130,256,1765629795.016058,10.818
1765629795.035640,131,256,1765629795.024737,10.903
1765629795.043067,132,256,1765629795.032199,10.868
1765629795.043340,133,256,1765629795.032508,10.832
1765629795.049358,134,256,1765629795.038471,10.888
1765629795.049588,135,256,1765629795.038722,10.866
1765629795.050085,136,256,1765629795.039536,10.550
1765629795.052039,137,256,1765629795.041323,10.716
1765629795.052719,138,256,1765629795.042185,10.534
1765629795.056305,139,256,1765629795.045488,10.817
1765629795.060710,140,256,1765629795.049904,10.806
1765629795.061039,141,256,1765629795.050268,10.771
1765629795.065594,142,256,1765629795.054806,10.789
1765629795.066521,143,256,1765629795.055776,10.744
1765629795.073116,144,256,1765629795.062308,10.808
1765629795.087015,145,256,1765629795.076209,10.806
1765629795.090310,146,256,1765629795.079561,10.750
1765629795.093147,147,256,1765629795.082427,10.720
1765629795.100461,148,256,1765629795.089621,10.839
1765629795.102952,149,256,1765629795.092228,10.724
1765629795.107272,150,256,1765629795.096592,10.679
1765629795.108448,151,256,1765629795.097736,10.712
1765629795.108798,152,256,1765629795.098017,10.782
1765629795.112126,153,256,1765629795.101494,10.632
1765629795.113026,154,256,1765629795.102439,10.588
1765629795.114786,155,256,1765629795.104206,10.581
1765629795.117066,156,256,1765629795.106436,10.630
1765629795.119140,157,256,1765629795.108502,10.638
1765629795.122622,158,256,1765629795.111985,10.638
1765629795.124402,159,256,1765629795.113718,10.684
1765629795.125447,160,256,1765629795.114850,10.597
1765629795.130109,161,256,1765629795.119501,10.608
1765629795.136732,162,256,1765629795.125959,10.773
1765629795.141094,163,256,1765629795.130432,10.662
1765629795.145780,164,256,1765629795.135144,10.636
1765629795.146297,165,256,1765629795.135749,10.548
1765629795.152072,166,256,1765629795.141444,10.628
1765629795.155554,167,256,1765629795.144808,10.746
1765629795.158673,168,256,1765629795.147928,10.745
1765629795.162036,169,256,1765629795.151393,10.643
1765629795.163400,170,256,1765629795.152687,10.712
1765629795.166592,171,256,1765629795.155727,10.865
1765629795.173982,172,256,1765629795.163296,10.685
1765629795.182203,173,256,1765629795.171405,10.799
1765629795.182705,174,256,1765629795.172113,10.591
1765629795.183326,175,256,1765629795.172779,10.547
1765629795.184944,176,256,1765629795.174368,10.576
1765629795.185392,177,256,1765629795.174672,10.720
1765629795.187027,178,256,1765629795.176403,10.623
1765629795.190271,179,256,1765629795.179656,10.615
1765629795.196465,180,256,1765629795.185694,10.771
1765629795.198210,181,256,1765629795.187477,10.733
1765629795.216439,182,256,1765629795.205657,10.782
1765629795.218121,183,256,1765629795.207526,10.596
1765629795.218544,184,256,1765629795.207617,10.928
1765629795.227850,185,256,1765629795.217215,10.635
1765629795.236198,186,256,1765629795.225530,10.669
1765629795.237883,187,256,1765629795.227325,10.558
1765629795.238387,188,256,1765629795.227631,10.756
1765629795.241571,189,256,1765629795.230939,10.632
1765629795.242095,190,256,1765629795.231547,10.548
1765629795.247557,191,256,1765629795.236906,10.651
1765629795.247957,192,256,1765629795.237154,10.803
1765629795.252386,193,256,1765629795.241765,10.622
1765629795.253721,194,256,1765629795.243165,10.556
1765629795.254202,195,256,1765629795.243393,10.809
1765629795.260905,196,256,1765629795.250248,10.656
1765629795.264938,197,256,1765629795.254293,10.645
1765629795.265327,198,256,1765629795.254366,10.961
1765629795.274750,199,256,1765629795.263989,10.761
1765629795.276150,200,256,1765629795.265473,10.676
1765629795.285527,201,256,1765629795.274582,10.946
1765629795.286314,202,256,1765629795.275722,10.592
1765629795.288191,203,256,1765629795.277188,11.003
1765629795.288429,204,256,1765629795.277864,10.565
1765629795.288915,205,256,1765629795.278368,10.547
1765629795.289397,206,256,1765629795.278430,10.967
1765629795.290352,207,256,1765629795.279451,10.901
1765629795.291460,208,256,1765629795.280639,10.821
1765629795.291670,209,256,1765629795.281060,10.611
1765629795.292690,210,256,1765629795.282008,10.683
1765629795.306065,211,256,1765629795.295306,10.758
1765629795.307528,212,256,1765629795.296521,11.007
1765629795.313012,213,256,1765629795.302223,10.788
1765629795.318608,214,256,1765629795.307607,11.001
1765629795.322406,215,256,1765629795.311577,10.830
1765629795.329317,216,256,1765629795.318507,10.810
1765629795.330440,217,256,1765629795.319802,10.638
1765629795.330901,218,256,1765629795.319983,10.918
1765629795.339626,219,256,1765629795.328855,10.772
1765629795.340196,220,256,1765629795.329556,10.640
1765629795.340668,221,256,1765629795.329739,10.929
1765629795.349523,222,256,1765629795.338712,10.811
1765629795.355475,223,256,1765629795.344554,10.921
1765629795.356970,224,256,1765629795.346251,10.719
1765629795.360443,225,256,1765629795.349546,10.898
1765629795.360682,226,256,1765629795.349768,10.913
1765629795.371011,227,256,1765629795.360235,10.776
1765629795.372021,228,256,1765629795.361387,10.633
1765629795.374887,229,256,1765629795.364191,10.697
1765629795.376402,230,256,1765629795.365726,10.677
1765629795.379988,231,256,1765629795.369222,10.766
1765629795.382262,232,256,1765629795.371384,10.878
1765629795.384395,233,256,1765629795.373499,10.896
1765629795.384565,234,256,1765629795.373836,10.728
1765629795.386761,235,256,1765629795.375893,10.868
1765629795.393547,236,256,1765629795.382729,10.818
1765629795.397939,237,256,1765629795.387103,10.836
1765629795.402209,238,256,1765629795.391324,10.885
1765629795.403109,239,256,1765629795.392438,10.671
1765629795.403569,240,256,1765629795.392694,10.875
1765629795.406947,241,256,1765629795.396259,10.688
1765629795.412861,242,256,1765629795.401956,10.906
1765629795.413027,243,256,1765629795.402394,10.633
1765629795.415601,244,256,1765629795.404914,10.686
1765629795.431169,245,256,1765629795.420130,11.039
1765629795.432583,246,256,1765629795.421799,10.784
1765629795.434330,247,256,1765629795.423446,10.884
1765629795.439157,248,256,1765629795.428385,10.772
1765629795.448064,249,256,1765629795.437051,11.013
1765629795.450504,250,256,1765629795.439571,10.932
1765629795.452717,251,256,1765629795.441708,11.010
1765629795.455982,252,256,1765629795.445112,10.870
1765629795.459616,253,256,1765629795.448702,10.914
1765629795.468364,254,256,1765629795.457501,10.863
1765629795.468667,255,256,1765629795.457890,10.777
1765629795.469161,256,256,1765629795.458132,11.029
1765629795.476444,257,256,1765629795.465487,10.957
1765629795.480149,258,256,1765629795.469181,10.968
