t,backlog_bytes,backlog_pkts,dropped_total
0.008744,0,0,0
0.213833,596,2,0
0.418535,596,2,0
0.623860,596,2,0
0.830173,596,2,0
1.037245,596,2,0
1.243297,596,2,0
1.449066,596,2,0
1.651845,596,2,0
1.856986,596,2,0
2.062682,596,2,0
2.267905,596,2,0
2.473121,596,2,0
2.676812,596,2,0
2.882270,596,2,0
3.087862,596,2,0
3.293086,596,2,0
3.499751,596,2,0
3.708004,596,2,0
3.913540,596,2,0
4.117304,596,2,0
4.324681,596,2,0
4.529620,596,2,0
4.734743,596,2,0
4.938999,596,2,0
5.143399,894,3,0
5.348167,894,3,0
5.553267,894,3,0
5.760680,596,2,0
5.967515,596,2,0
6.172316,596,2,0
6.376771,596,2,0
6.581481,596,2,0
6.787150,596,2,0
6.992475,596,2,0
7.197755,596,2,0
