t,backlog_bytes,backlog_pkts,dropped_total
1765645954.175825,0,0,0
1765645954.381537,596,2,0
1765645954.586974,1192,4,0
1765645954.790138,0,0,0
1765645954.996290,1192,4,0
1765645955.202458,0,0,0
1765645955.408261,894,3,0
1765645955.613294,596,2,0
1765645955.817300,1788,6,0
1765645956.023298,1788,6,0
1765645956.228506,1192,4,0
1765645956.433275,596,2,0
1765645956.639162,298,1,0
1765645956.845451,894,3,0
1765645957.051245,298,1,0
1765645957.256061,596,2,0
1765645957.460364,1192,4,0
1765645957.666403,894,3,0
1765645957.872250,596,2,0
1765645958.078674,894,3,0
1765645958.284859,298,1,0
1765645958.490263,596,2,0
1765645958.695475,596,2,0
1765645958.901536,894,3,0
1765645959.108912,894,3,0
1765645959.317252,596,2,0
1765645959.524511,596,2,0
1765645959.731836,894,3,0
1765645959.936518,298,1,0
1765645960.143213,0,0,0
1765645960.347939,298,1,0
1765645960.554273,596,2,0
1765645960.760900,298,1,0
1765645960.966898,894,3,0
1765645961.172412,1192,4,0
1765645961.377077,1490,5,0
1765645961.582658,596,2,0
1765645961.786929,596,2,0
1765645961.992297,1192,4,0
1765645962.197268,1192,4,0
1765645962.401681,1490,5,0
1765645962.608213,1788,6,0
1765645962.814842,298,1,0
1765645963.021149,298,1,0
1765645963.227701,0,0,0
1765645963.431886,596,2,0
1765645963.637138,596,2,0
1765645963.843098,894,3,0
1765645964.049101,1192,4,0
1765645964.253847,894,3,0
1765645964.459358,1490,5,0
1765645964.664340,298,1,0
1765645964.869452,1192,4,0
1765645965.074836,0,0,0
1765645965.279212,596,2,0
1765645965.484327,596,2,0
1765645965.688722,596,2,0
1765645965.894692,596,2,0
1765645966.099729,596,2,0
1765645966.304883,596,2,0
1765645966.509005,298,1,0
1765645966.713430,894,3,0
1765645966.919051,596,2,0
1765645967.124719,894,3,0
1765645967.329361,596,2,0
1765645967.536060,894,3,0
1765645967.742089,894,3,0
1765645967.947118,1490,5,0
1765645968.153223,894,3,0
1765645968.358881,0,0,0
1765645968.563634,894,3,0
1765645968.771539,596,2,0
1765645968.977993,298,1,0
1765645969.183079,1192,4,0
1765645969.388075,1490,5,0
1765645969.592999,1192,4,0
1765645969.798000,894,3,0
1765645970.002841,1490,5,0
1765645970.208551,596,2,0
1765645970.412987,596,2,0
1765645970.618600,894,3,0
1765645970.823750,596,2,0
1765645971.027860,1192,4,0
1765645971.232574,1192,4,0
1765645971.438214,1192,4,0
1765645971.643653,596,2,0
1765645971.848561,1490,5,0
1765645972.054424,1490,5,0
1765645972.259716,894,3,0
1765645972.463889,894,3,0
1765645972.669415,1192,4,0
1765645972.875253,1192,4,0
1765645973.081211,1192,4,0
1765645973.287262,596,2,0
1765645973.491457,1788,6,0
1765645973.697599,894,3,0
1765645973.903134,894,3,0
1765645974.109806,596,2,0
1765645974.316421,0,0,0
1765645974.522253,0,0,0
1765645974.729316,0,0,0
1765645974.936131,0,0,0
1765645975.147563,0,0,0
1765645975.351697,0,0,0
1765645975.556320,0,0,0
1765645975.760587,0,0,0
1765645975.966193,0,0,0
1765645976.171464,0,0,0
