t,backlog_bytes,backlog_pkts,dropped_total
0.006993,0,0,0
0.209096,298,1,0
0.412898,596,2,0
0.615366,596,2,0
0.817572,596,2,0
1.019668,596,2,0
1.221671,298,1,0
1.430809,408,2,0
1.633347,1140,4,0
1.836770,234,1,0
2.041121,596,2,0
2.243074,0,0,0
2.445268,1490,5,0
2.651187,298,1,0
2.854076,596,2,0
3.057851,596,2,0
3.261594,894,3,0
3.468491,596,2,0
3.672287,298,1,0
3.875839,596,2,0
4.082285,596,2,0
4.286028,596,2,0
4.492791,298,1,0
4.695123,0,0,0
4.904750,298,1,0
5.110213,298,1,0
5.314192,894,3,0
5.518352,596,2,0
5.722088,1490,5,0
5.925084,894,3,0
6.130296,894,3,0
6.336218,298,1,0
6.539732,298,1,0
6.751353,596,2,0
6.953697,298,1,0
7.158439,894,3,0
7.363640,0,0,0
7.567364,1490,5,0
7.769738,0,0,0
7.972573,298,1,0
8.176254,596,2,0
8.380433,894,3,0
8.589296,0,0,0
8.791981,0,0,0
8.994303,298,1,0
9.198089,596,2,0
9.402067,596,2,0
9.607199,0,0,0
9.809387,894,3,0
10.011323,894,3,0
10.219958,894,3,0
10.424644,894,3,0
10.628935,0,0,0
10.833589,298,1,0
11.035642,1490,5,0
11.237942,0,0,0
11.446074,0,0,0
11.650625,0,0,0
11.852890,894,3,0
12.057796,1490,5,0
12.265708,894,3,0
12.468683,894,3,0
12.673777,894,3,0
12.880819,0,0,0
13.086020,596,2,0
13.290617,298,1,0
13.496329,298,1,0
13.699895,0,0,0
13.909826,596,2,0
14.115523,1490,5,0
14.322162,1192,4,0
14.526556,596,2,0
14.731377,894,3,0
14.936785,1192,4,0
15.142109,894,3,0
15.346823,298,1,0
15.551961,298,1,0
15.756754,298,1,0
15.961939,596,2,0
16.167118,1788,6,0
16.372555,1460,3,0
16.577110,596,2,0
16.782121,0,0,0
16.986578,298,1,0
17.191047,596,2,0
17.394904,596,2,0
17.598273,596,2,0
17.804261,0,0,0
18.010029,894,3,0
18.216160,894,3,0
18.421457,298,1,0
18.626574,1490,5,0
18.832577,298,1,0
19.038587,596,2,0
19.243081,0,0,0
19.449145,0,0,0
19.656395,894,3,0
19.862260,0,0,0
20.067721,1192,4,0
20.273589,298,1,0
20.480398,596,2,0
20.684356,0,0,0
20.891341,298,1,0
21.096887,298,1,0
21.303137,894,3,0
21.507909,1788,6,0
21.713377,894,3,0
21.919741,1490,5,0
22.124959,596,2,0
22.329989,1192,4,0
22.535191,894,3,0
22.741774,298,1,0
22.947506,596,2,0
23.153647,298,1,0
23.359358,0,0,0
23.563761,298,1,0
23.770249,596,2,0
23.974278,298,1,0
24.180704,0,0,0
24.386730,1192,4,0
24.592181,298,1,0
24.798965,1192,4,0
25.005224,596,2,0
25.212821,0,0,0
25.416997,0,0,0
25.619620,0,0,0
25.825446,0,0,0
26.031278,0,0,0
26.238310,0,0,0
26.445217,0,0,0
26.650534,0,0,0
26.856642,0,0,0
