t,backlog_bytes,backlog_pkts,dropped_total
0.004570,0,0,0
0.206725,0,0,0
0.410422,0,0,0
0.612761,894,3,0
0.814987,0,0,0
1.017470,596,2,0
1.219758,596,2,0
1.426468,596,2,0
1.629278,1192,4,0
1.831294,1192,4,0
2.036840,596,2,0
2.238776,894,3,0
2.441243,2384,8,0
2.646638,596,2,0
2.849430,0,0,0
3.052805,298,1,0
3.257832,1192,4,0
3.464177,298,1,0
3.668129,894,3,0
3.872016,894,3,0
4.077465,596,2,0
4.281869,0,0,0
4.488591,298,1,0
4.690741,0,0,0
4.899309,298,1,0
5.103053,298,1,0
5.307629,596,2,0
5.513922,894,3,0
5.717271,1490,5,0
5.921051,0,0,0
6.126970,1192,4,0
6.333051,298,1,0
6.536394,596,2,0
6.744774,0,0,0
6.947176,0,0,0
7.150816,894,3,0
7.354404,0,0,0
7.557849,1192,4,0
7.759867,0,0,0
7.963058,298,1,0
8.168738,298,1,0
8.374719,596,2,0
8.583176,298,1,0
8.785869,0,0,0
8.988031,894,3,0
9.191982,1192,4,0
9.397289,596,2,0
9.603144,894,3,0
9.805770,894,3,0
10.007874,894,3,0
10.214394,298,1,0
10.419114,894,3,0
10.622988,0,0,0
10.827943,298,1,0
11.029988,894,3,0
11.232562,0,0,0
11.437525,0,0,0
11.641879,0,0,0
11.844643,1192,4,0
12.050204,596,2,0
12.255809,894,3,0
12.459319,894,3,0
12.664325,894,3,0
12.872522,0,0,0
13.077648,596,2,0
13.284299,596,2,0
13.488816,298,1,0
13.692809,0,0,0
13.901318,596,2,0
14.104360,1490,5,0
14.308700,894,3,0
14.512978,894,3,0
14.717775,596,2,0
14.924360,2086,7,0
15.130383,894,3,0
15.333868,596,2,0
15.538701,298,1,0
15.743171,298,1,0
15.949626,596,2,0
16.155112,1788,6,0
16.359938,298,1,0
16.566003,596,2,0
16.772177,0,0,0
16.977393,298,1,0
17.183570,0,0,0
17.389215,298,1,0
17.595248,298,1,0
17.801373,596,2,0
18.006923,596,2,0
18.213560,1490,5,0
18.418690,894,3,0
18.623632,1192,4,0
18.829893,596,2,0
19.035492,298,1,0
19.240225,298,1,0
19.446337,596,2,0
19.653314,894,3,0
19.859087,0,0,0
20.064718,894,3,0
20.270425,596,2,0
20.477337,298,1,0
20.681548,596,2,0
20.888278,1490,5,0
21.094096,1192,4,0
21.299916,1192,4,0
21.505104,596,2,0
21.710510,894,3,0
21.916504,894,3,0
22.121920,298,1,0
22.327172,596,2,0
22.532038,894,3,0
22.738331,0,0,0
22.944428,0,0,0
23.150386,0,0,0
23.356078,596,2,0
23.560601,596,2,0
23.766987,298,1,0
23.971334,298,1,0
24.177865,298,1,0
24.383694,596,2,0
24.589289,0,0,0
24.795786,298,1,0
25.002239,298,1,0
25.208839,0,0,0
25.413170,0,0,0
25.615605,0,0,0
25.821738,0,0,0
26.027692,0,0,0
26.234495,0,0,0
26.441363,0,0,0
26.646856,0,0,0
26.853009,0,0,0
