t,backlog_bytes,backlog_pkts,dropped_total
0.039389,0,0,0
0.243966,596,2,0
0.448563,298,1,0
0.652331,894,3,0
0.856077,596,2,0
1.060184,596,2,0
1.265300,596,2,0
1.470091,894,3,0
1.677072,894,3,0
1.884896,1192,4,0
2.093518,298,1,0
2.298474,0,0,0
2.503268,894,3,0
2.708684,298,1,0
2.913829,596,2,0
3.118423,298,1,0
3.322809,596,2,0
3.527299,596,2,0
3.731798,894,3,0
3.946900,298,1,0
4.154156,596,2,0
4.369294,298,1,0
4.576747,298,1,0
4.782372,1192,4,0
4.989401,596,2,0
5.196418,1192,4,0
5.402138,298,1,0
5.610387,596,2,0
5.816963,298,1,0
6.023241,894,3,0
6.228995,298,1,0
6.434361,894,3,0
6.639257,596,2,0
6.846535,596,2,0
7.052109,596,2,0
7.259046,894,3,0
7.466639,2086,7,0
7.672886,0,0,0
7.880834,298,1,0
8.085359,596,2,0
8.290507,0,0,0
8.495418,298,1,0
8.699833,894,3,0
8.904912,298,1,0
9.112248,298,1,0
9.319947,1192,4,0
9.525535,894,3,0
9.731332,0,0,0
9.936747,0,0,0
10.145058,298,1,0
10.348317,894,3,0
10.553504,894,3,0
10.758129,596,2,0
10.967129,894,3,0
11.173820,894,3,0
11.381534,596,2,0
11.589247,298,1,0
11.797101,894,3,0
12.002939,894,3,0
12.208419,298,1,0
12.413157,894,3,0
12.620282,1192,4,0
12.826196,298,1,0
13.031699,298,1,0
13.247476,298,1,0
13.452885,0,0,0
13.658953,298,1,0
13.864432,298,1,0
14.071895,894,3,0
14.278338,894,3,0
14.483377,596,2,0
14.689318,1192,4,0
14.894118,596,2,0
15.098567,298,1,0
15.303241,0,0,0
15.509545,596,2,0
15.719539,1490,5,0
15.924568,298,1,0
16.130833,0,0,0
16.337498,894,3,0
16.543419,894,3,0
16.749062,298,1,0
16.953718,1490,5,0
17.161233,596,2,0
17.365311,596,2,0
17.571405,0,0,0
17.776916,894,3,0
17.981351,298,1,0
18.186327,298,1,0
18.389905,298,1,0
18.595861,596,2,0
18.802826,298,1,0
19.008466,596,2,0
19.215206,894,3,0
19.422738,596,2,0
19.629244,894,3,0
19.835724,298,1,0
20.039726,596,2,0
20.244837,1192,4,0
20.450737,596,2,0
20.654119,298,1,0
20.859462,298,1,0
21.064794,298,1,0
21.271185,298,1,0
21.477853,0,0,0
21.684253,596,2,0
21.891227,596,2,0
22.095486,1490,5,0
22.302459,596,2,0
22.509603,596,2,0
22.715044,1192,4,0
22.920882,1788,6,0
23.127256,298,1,0
23.332025,298,1,0
23.537113,894,3,0
23.745730,0,0,0
23.950593,596,2,0
24.156485,298,1,0
24.364698,596,2,0
24.569982,894,3,0
24.777634,0,0,0
24.986677,596,2,0
25.193537,0,0,0
25.400467,0,0,0
25.602941,0,0,0
25.807528,0,0,0
26.013580,0,0,0
26.219199,0,0,0
26.425829,0,0,0
26.631256,0,0,0
26.836169,0,0,0
