t_send,seq,bytes
1765688151.980985,7508,256
1765688151.982671,7509,256
1765688151.983361,7510,256
1765688151.985133,7511,256
1765688151.987618,7512,256
1765688151.987994,7513,256
1765688151.988189,7514,256
1765688151.988444,7515,256
1765688151.989096,7516,256
1765688151.989170,7517,256
1765688151.989675,7518,256
1765688151.993930,7519,256
1765688151.996157,7520,256
1765688151.996279,7521,256
1765688151.996528,7522,256
1765688151.996714,7523,256
1765688151.996771,7524,256
1765688151.997330,7525,256
1765688151.998392,7526,256
1765688151.998565,7527,256
1765688151.998961,7528,256
1765688151.999072,7529,256
1765688152.000190,7530,256
1765688152.000573,7531,256
1765688152.002021,7532,256
1765688152.005894,7533,256
1765688152.006040,7534,256
1765688152.010388,7535,256
1765688152.011946,7536,256
1765688152.012124,7537,256
1765688152.013338,7538,256
1765688152.013989,7539,256
1765688152.014809,7540,256
1765688152.016232,7541,256
1765688152.017589,7542,256
1765688152.018114,7543,256
1765688152.018502,7544,256
1765688152.019865,7545,256
1765688152.022276,7546,256
1765688152.024937,7547,256
1765688152.025814,7548,256
1765688152.026242,7549,256
1765688152.027874,7550,256
1765688152.031977,7551,256
1765688152.034074,7552,256
1765688152.036248,7553,256
1765688152.037567,7554,256
1765688152.038344,7555,256
1765688152.041007,7556,256
1765688152.041360,7557,256
1765688152.041771,7558,256
1765688152.043818,7559,256
1765688152.044539,7560,256
1765688152.044624,7561,256
1765688152.045665,7562,256
1765688152.047642,7563,256
1765688152.048335,7564,256
1765688152.049962,7565,256
1765688152.050262,7566,256
1765688152.052208,7567,256
1765688152.053027,7568,256
1765688152.053192,7569,256
1765688152.054962,7570,256
1765688152.055611,7571,256
1765688152.056437,7572,256
1765688152.056618,7573,256
1765688152.057372,7574,256
1765688152.058100,7575,256
1765688152.058887,7576,256
1765688152.062711,7577,256
1765688152.062978,7578,256
1765688152.066867,7579,256
1765688152.068755,7580,256
1765688152.068909,7581,256
1765688152.072405,7582,256
1765688152.072561,7583,256
1765688152.073563,7584,256
1765688152.074337,7585,256
1765688152.075732,7586,256
1765688152.077382,7587,256
1765688152.078346,7588,256
1765688152.078382,7589,256
1765688152.079512,7590,256
1765688152.079710,7591,256
1765688152.080312,7592,256
1765688152.080955,7593,256
1765688152.083863,7594,256
1765688152.084038,7595,256
1765688152.085113,7596,256
1765688152.085911,7597,256
1765688152.086049,7598,256
1765688152.088866,7599,256
1765688152.089095,7600,256
1765688152.089127,7601,256
1765688152.089530,7602,256
1765688152.090214,7603,256
1765688152.091156,7604,256
1765688152.092237,7605,256
1765688152.092523,7606,256
1765688152.094811,7607,256
1765688152.095019,7608,256
1765688152.096311,7609,256
1765688152.099156,7610,256
1765688152.099277,7611,256
1765688152.099306,7612,256
1765688152.100583,7613,256
1765688152.101341,7614,256
1765688152.101377,7615,256
1765688152.101480,7616,256
1765688152.101508,7617,256
1765688152.101536,7618,256
1765688152.101576,7619,256
1765688152.102586,7620,256
1765688152.104075,7621,256
1765688152.104238,7622,256
1765688152.105140,7623,256
1765688152.105317,7624,256
1765688152.106097,7625,256
1765688152.106309,7626,256
1765688152.107862,7627,256
1765688152.108762,7628,256
1765688152.109236,7629,256
1765688152.111562,7630,256
1765688152.111627,7631,256
1765688152.112039,7632,256
1765688152.112233,7633,256
1765688152.112428,7634,256
1765688152.113920,7635,256
1765688152.115343,7636,256
1765688152.115555,7637,256
1765688152.118988,7638,256
1765688152.119791,7639,256
1765688152.120998,7640,256
1765688152.121874,7641,256
1765688152.124934,7642,256
1765688152.125350,7643,256
1765688152.125390,7644,256
1765688152.126180,7645,256
1765688152.126951,7646,256
1765688152.127110,7647,256
