t,backlog_bytes,backlog_pkts,dropped_total
0.052162,0,0,0
0.256542,894,3,0
0.461392,894,3,0
0.665285,298,1,0
0.869145,1788,6,0
1.072878,1192,4,0
1.276288,1788,6,0
1.482023,1490,5,0
1.689604,1788,6,0
1.898813,1490,5,0
2.109553,596,2,0
2.315129,894,3,0
2.519270,1192,4,0
2.724624,894,3,0
2.929207,1490,5,0
3.133132,894,3,0
3.337447,1788,6,0
3.540998,1788,6,0
3.746693,2980,10,0
3.962139,596,2,0
4.169129,1490,5,0
4.383511,298,1,0
4.591690,894,3,0
4.797245,1788,6,0
5.004889,894,3,0
5.212832,1788,6,0
5.419653,1192,4,0
5.624052,1192,4,0
5.831901,894,3,0
6.037450,1490,5,0
6.244681,1788,6,0
6.449740,596,2,0
6.656303,596,2,0
6.862708,894,3,0
7.067758,0,0,0
7.276110,596,2,0
7.483528,1192,4,0
7.689510,1788,6,0
7.897196,1490,5,0
8.102782,1490,5,0
8.307037,1192,4,0
8.510401,298,1,0
8.718049,2086,7,0
8.923439,2086,7,0
9.129357,894,3,0
9.333149,894,3,0
9.538188,1192,4,0
9.743238,1192,4,0
9.949460,298,1,0
10.158287,2384,8,0
10.361907,1490,5,0
10.566350,2086,7,0
10.771789,894,3,0
10.977844,1490,5,0
11.185321,1788,6,0
11.396159,2086,7,0
11.603298,894,3,0
11.810846,1490,5,0
12.018995,1788,6,0
12.223883,894,3,0
12.427350,1490,5,0
12.635806,1788,6,0
12.843624,1788,6,0
13.049714,1788,6,0
13.258602,596,2,0
13.464008,1490,5,0
13.673901,298,1,0
13.879049,0,0,0
14.084627,2086,7,0
14.291152,1490,5,0
14.496046,1192,4,0
14.701543,1490,5,0
14.905579,1490,5,0
15.111554,596,2,0
15.315691,298,1,0
15.521569,1192,4,0
15.732440,1192,4,0
15.937128,1788,6,0
16.143853,894,3,0
16.348853,894,3,0
16.554426,1192,4,0
16.759352,596,2,0
16.963563,2086,7,0
17.176556,1788,6,0
17.380354,596,2,0
17.592951,1490,5,0
17.798223,1192,4,0
18.002501,298,1,0
18.208075,298,1,0
18.411390,2086,7,0
18.617465,894,3,0
18.824048,1192,4,0
19.029102,2086,7,0
19.236688,2682,9,0
19.442557,1192,4,0
19.651311,298,1,0
19.857978,894,3,0
20.061013,1192,4,0
20.267163,2384,8,0
20.475893,1788,6,0
20.681146,1490,5,0
20.886987,596,2,0
21.091762,1192,4,0
21.296534,596,2,0
21.500609,596,2,0
21.707968,596,2,0
21.912702,2682,9,0
22.119083,1788,6,0
22.325921,2086,7,0
22.530015,1490,5,0
22.736550,894,3,0
22.943027,596,2,0
23.149292,1788,6,0
23.353202,1490,5,0
23.558770,1192,4,0
23.763947,1788,6,0
23.969814,1192,4,0
24.173668,1192,4,0
24.382011,298,1,0
24.588245,1490,5,0
24.794440,1490,5,0
25.000679,2384,8,0
25.206123,0,0,0
25.413969,0,0,0
25.616476,0,0,0
25.820725,0,0,0
26.024946,0,0,0
26.229345,0,0,0
26.433053,0,0,0
26.638210,0,0,0
26.842354,0,0,0
