t,backlog_bytes,backlog_pkts,dropped_total
0.006910,0,0,0
0.213181,3874,13,0
0.419688,4172,14,0
0.625554,3278,11,0
0.830840,4172,14,0
1.034115,3874,13,0
1.239753,5960,20,0
1.447006,3278,11,0
1.652462,5066,17,0
1.859238,6556,22,0
2.066291,4172,14,0
2.271853,2384,8,0
2.477674,4470,15,0
2.683554,4470,15,0
2.889866,4172,14,0
3.096461,5364,18,0
3.301492,5066,17,0
3.507264,2980,10,0
3.713703,4470,15,0
3.921197,5364,18,0
4.128563,4470,15,0
4.336115,3576,12,0
4.543201,3874,13,0
4.749356,3278,11,0
4.954180,3576,12,0
5.158783,4768,16,0
5.365516,5662,19,0
5.571778,5960,20,0
5.779522,4470,15,0
5.985431,2086,7,0
6.191189,3874,13,0
6.395579,2682,9,0
6.601477,3874,13,0
6.807590,3278,11,0
7.013628,4768,16,0
7.220382,3874,13,0
7.427965,3576,12,0
7.634395,2384,8,0
7.838963,5960,20,0
8.044574,5662,19,0
8.250843,3278,11,0
8.454955,3278,11,0
8.660280,2384,8,0
8.863641,3576,12,0
9.069324,2682,9,0
9.275966,5066,17,0
9.480938,3874,13,0
9.686756,3576,12,0
9.893801,3874,13,0
10.100561,3874,13,0
10.305821,4470,16,0
10.512115,3874,13,0
10.723990,2980,10,0
10.929388,5364,18,0
11.135871,5662,19,0
11.342801,3874,13,0
11.548779,5066,17,0
11.755016,3278,11,0
11.961920,4470,15,0
12.168792,2980,10,0
12.374574,5066,17,0
12.579188,5960,20,0
12.785113,4470,15,0
12.989556,894,3,0
13.196722,4172,14,0
13.401980,3874,13,0
13.608444,4470,15,0
13.810999,4470,15,0
14.016076,2682,9,0
14.226207,3576,12,0
14.430384,2384,8,0
14.636637,3576,12,0
14.843019,2384,8,0
15.046890,4470,15,0
15.252711,4172,14,0
15.458694,2384,8,0
15.664172,2980,10,0
15.870177,2980,10,0
16.075916,4470,15,0
16.280687,4768,16,0
16.483422,3278,11,0
16.690437,4172,14,0
16.893924,4768,16,0
17.099917,5662,19,0
17.305413,4172,14,0
17.510667,5066,17,0
17.715668,1788,6,0
17.921076,2980,10,0
18.125219,3576,12,0
18.331205,6258,21,0
18.536150,3576,12,0
18.743290,3576,12,0
18.950663,3576,12,0
19.157547,4172,14,0
19.363888,4768,16,0
19.568603,4172,14,0
19.773250,2086,7,0
19.977825,2980,10,0
20.183395,4470,15,0
20.389628,6258,21,0
20.595117,3278,11,0
20.800519,3874,13,0
21.002871,3576,12,0
21.208786,2682,9,0
21.415539,4172,14,0
21.622387,3576,12,0
21.827755,5364,18,0
22.037463,3278,11,0
22.244914,4470,15,0
22.450837,2980,10,0
22.657727,2086,7,0
22.864842,3874,13,0
23.070644,5066,17,0
23.277299,4768,16,0
23.480314,4470,15,0
23.685268,4172,14,0
23.891243,4470,15,0
24.096997,1490,5,0
24.302238,3576,12,0
24.508849,3874,13,0
24.714272,4172,14,0
24.920332,3874,13,0
25.127812,0,0,0
25.334762,0,0,0
25.538593,0,0,0
25.741409,0,0,0
25.946650,0,0,0
26.153167,0,0,0
26.359414,0,0,0
26.565875,0,0,0
26.772124,0,0,0
26.980395,0,0,0
