t,backlog_bytes,backlog_pkts,dropped_total
0.004925,0,0,0
0.205724,0,0,0
0.406043,86,1,0
0.606565,0,0,0
0.806978,0,0,0
1.007513,0,0,0
1.208051,0,0,0
1.408412,0,0,0
1.608727,0,0,0
1.809142,0,0,0
2.009571,0,0,0
2.210069,0,0,0
2.410514,0,0,0
2.610917,0,0,0
2.811206,0,0,0
3.011604,0,0,0
3.212065,0,0,0
3.412393,0,0,0
3.612840,0,0,0
3.813134,0,0,0
4.013572,0,0,0
4.213911,0,0,0
4.414197,0,0,0
4.614565,0,0,0
4.815044,0,0,0
5.015455,0,0,0
5.215855,0,0,0
5.416174,0,0,0
5.616627,0,0,0
5.817019,0,0,0
6.017325,0,0,0
6.217654,0,0,0
6.418110,0,0,0
6.618495,0,0,0
6.818871,0,0,0
7.019268,0,0,0
7.219674,0,0,0
7.420013,0,0,0
7.620397,0,0,0
7.820713,0,0,0
8.020982,0,0,0
8.221357,0,0,0
8.421691,0,0,0
8.621982,0,0,0
8.822224,0,0,0
9.022693,0,0,0
9.223118,0,0,0
9.423429,0,0,0
9.623813,0,0,0
9.824171,0,0,0
10.024547,0,0,0
10.224813,0,0,0
10.425114,0,0,0
10.625619,0,0,0
10.826034,0,0,0
11.026399,0,0,0
11.226861,0,0,0
11.427426,0,0,0
11.627808,0,0,0
11.828079,0,0,0
12.028501,0,0,0
12.228864,0,0,0
12.429238,0,0,0
12.629704,0,0,0
12.830159,0,0,0
13.030482,0,0,0
13.230777,0,0,0
13.431143,0,0,0
13.631518,0,0,0
13.831943,70,1,0
14.032375,0,0,0
14.232682,0,0,0
14.432974,0,0,0
14.633385,0,0,0
14.833735,0,0,0
15.034121,0,0,0
15.234701,0,0,0
15.435054,0,0,0
15.635450,0,0,0
15.835799,0,0,0
16.036127,0,0,0
16.236403,0,0,0
16.436820,0,0,0
16.637277,0,0,0
16.837680,0,0,0
17.038067,0,0,0
17.238497,0,0,0
17.438914,0,0,0
17.639303,0,0,0
17.839569,0,0,0
18.039802,0,0,0
18.240188,0,0,0
18.440605,0,0,0
18.641166,0,0,0
18.841628,0,0,0
19.042132,0,0,0
19.242501,0,0,0
19.442827,0,0,0
19.643155,0,0,0
19.843555,0,0,0
20.044261,0,0,0
20.244664,0,0,0
20.445056,0,0,0
20.645386,0,0,0
20.845803,0,0,0
21.046299,0,0,0
21.246674,0,0,0
21.447113,0,0,0
21.647551,0,0,0
21.848003,864,1,0
22.048648,0,0,0
22.249099,0,0,0
22.449494,0,0,0
22.649830,0,0,0
22.850177,0,0,0
23.050489,0,0,0
23.250873,0,0,0
23.451218,0,0,0
23.651513,0,0,0
23.851831,0,0,0
24.052159,0,0,0
24.252501,0,0,0
24.452828,0,0,0
24.653221,0,0,0
24.853638,0,0,0
25.054203,0,0,0
25.254563,0,0,0
25.455012,0,0,0
25.655519,0,0,0
25.855929,0,0,0
26.056508,0,0,0
26.256997,0,0,0
26.457408,0,0,0
26.657780,0,0,0
26.858322,0,0,0
27.058816,0,0,0
27.259275,0,0,0
27.459890,0,0,0
27.660432,0,0,0
27.861188,0,0,0
28.061953,0,0,0
28.262469,0,0,0
28.463009,0,0,0
28.663457,0,0,0
28.863948,0,0,0
29.064611,0,0,0
29.265105,0,0,0
29.465632,0,0,0
29.666214,0,0,0
29.866747,0,0,0
30.067094,0,0,0
30.267617,0,0,0
30.468208,0,0,0
30.668757,0,0,0
30.869295,0,0,0
31.069760,0,0,0
31.270202,0,0,0
31.470588,0,0,0
31.671041,0,0,0
