t,backlog_bytes,backlog_pkts,dropped_total
0.036367,0,0,0
0.239980,1192,4,0
0.444227,298,1,0
0.648331,2086,7,0
0.852114,2682,9,0
1.055365,1788,6,0
1.259845,1490,5,0
1.463645,2384,8,0
1.667597,3874,13,0
1.893267,1490,5,0
2.098780,2384,8,0
2.305216,1192,4,0
2.509770,2682,9,0
2.713376,3278,11,0
2.916858,2384,8,0
3.121495,2384,8,0
3.326293,1788,6,0
3.530476,2384,8,0
3.734857,1788,6,0
3.938936,1490,5,0
4.142267,3278,11,0
4.345276,1788,6,0
4.550988,2086,7,0
4.755763,1490,5,0
4.962059,596,2,0
5.168168,2086,7,0
5.371049,1192,4,0
5.577234,2980,10,0
5.782044,3278,11,0
5.987303,2980,10,0
6.191870,3278,11,0
6.396991,2682,9,0
6.602504,1490,5,0
6.806143,1192,4,0
7.009648,1788,6,0
7.212341,2384,8,0
7.417479,1192,4,0
7.621096,596,2,0
7.825425,2682,9,0
8.031996,2682,9,0
8.242306,2980,10,0
8.452445,3874,13,0
8.669508,2086,7,0
8.876495,1192,4,0
9.082957,1192,4,0
9.287279,1490,5,0
9.493319,2980,10,0
9.697021,2980,10,0
9.904176,2384,8,0
10.110102,2682,9,0
10.317299,1490,5,0
10.522224,1788,6,0
10.726003,1788,6,0
10.929651,1788,6,0
11.132692,3874,13,0
11.337495,1788,6,0
11.542536,2086,7,0
11.747874,596,2,0
11.954094,2980,10,0
12.158887,2682,9,0
12.364258,1788,6,0
12.570151,2682,9,0
12.774419,2086,7,0
12.978659,2980,10,0
13.182702,2384,8,0
13.386892,3278,11,0
13.590695,3576,12,0
13.793598,3576,12,0
13.997414,2682,9,0
14.204265,2384,8,0
14.409726,3278,11,0
14.616954,2086,7,0
14.820033,2384,8,0
15.025987,3576,12,0
15.231362,2384,8,0
15.438417,1788,6,0
15.642153,1490,5,0
15.848170,2384,8,0
16.054189,298,1,0
16.259308,1192,4,0
16.464809,2384,8,0
16.669362,2086,7,0
16.875475,2980,10,0
17.082310,2682,9,0
17.286521,2980,10,0
17.491377,3576,12,0
17.696033,2384,8,0
17.900002,3278,11,0
18.107194,2086,7,0
18.312886,2384,8,0
18.517751,2980,10,0
18.722185,3874,13,0
18.928698,1490,5,0
19.131477,3576,12,0
19.338006,4172,14,0
19.544986,2682,9,0
19.750988,894,3,0
19.956067,2980,10,0
20.160414,2384,8,0
20.368307,2980,10,0
20.572612,4172,14,0
20.780218,3278,11,0
20.983972,2384,8,0
21.191844,1192,4,0
21.395781,4172,14,0
21.601307,894,3,0
21.806370,1490,5,0
22.011434,3278,11,0
22.214702,2384,8,0
22.421177,1788,6,0
22.627143,1490,5,0
22.831058,1788,6,0
23.036938,1192,4,0
23.244387,1788,6,0
23.448028,2086,7,0
23.653453,2086,7,0
23.859440,1192,4,0
24.063115,1490,5,0
24.268942,2384,8,0
24.474653,3278,11,0
24.683951,1788,6,0
24.887015,2086,7,0
25.091703,2980,10,0
25.301499,0,0,0
25.506696,0,0,0
25.710301,0,0,0
25.915815,0,0,0
26.122649,0,0,0
26.328148,0,0,0
26.534443,0,0,0
26.741886,0,0,0
26.950346,0,0,0
