t_recv,seq,bytes,t_send,latency_ms
1764724115.742399,1,256,1764724115.720743,21.656
1764724115.745164,2,256,1764724115.724070,21.094
1764724115.748550,3,256,1764724115.727411,21.139
1764724115.751757,4,256,1764724115.730750,21.007
1764724115.755305,5,256,1764724115.734192,21.114
1764724115.758546,6,256,1764724115.737418,21.128
1764724115.762040,7,256,1764724115.740880,21.160
1764724115.765413,8,256,1764724115.744243,21.170
1764724115.768659,9,256,1764724115.747533,21.126
1764724115.772053,10,256,1764724115.750877,21.176
1764724115.775309,11,256,1764724115.754189,21.120
1764724115.778584,12,256,1764724115.757529,21.054
1764724115.781987,13,256,1764724115.760869,21.118
1764724115.785315,14,256,1764724115.764189,21.126
1764724115.788721,15,256,1764724115.767531,21.190
1764724115.791968,16,256,1764724115.770874,21.095
1764724115.795336,17,256,1764724115.774205,21.131
1764724115.798622,18,256,1764724115.777535,21.086
1764724115.801931,19,256,1764724115.780859,21.071
1764724115.805279,20,256,1764724115.784185,21.093
1764724115.808628,21,256,1764724115.787528,21.100
1764724115.811978,22,256,1764724115.790890,21.088
1764724115.815344,23,256,1764724115.794198,21.147
1764724115.818625,24,256,1764724115.797513,21.113
1764724115.821981,25,256,1764724115.800869,21.112
1764724115.825284,26,256,1764724115.804192,21.091
1764724115.828443,27,256,1764724115.807514,20.929
1764724115.831866,28,256,1764724115.810865,21.001
1764724115.835137,29,256,1764724115.814118,21.019
1764724115.838466,30,256,1764724115.817531,20.935
1764724115.841758,31,256,1764724115.820871,20.887
1764724115.845112,32,256,1764724115.824172,20.940
1764724115.848204,33,256,1764724115.827366,20.838
1764724115.851569,34,256,1764724115.830725,20.844
1764724115.854852,35,256,1764724115.834042,20.810
1764724115.858210,36,256,1764724115.837356,20.854
1764724115.861567,37,256,1764724115.840725,20.842
1764724115.864977,38,256,1764724115.844130,20.848
1764724115.868255,39,256,1764724115.847398,20.856
1764724115.871631,40,256,1764724115.850747,20.884
1764724115.875072,41,256,1764724115.854149,20.923
1764724115.878347,42,256,1764724115.857392,20.954
1764724115.881649,43,256,1764724115.860745,20.903
1764724115.885141,44,256,1764724115.864160,20.981
1764724115.888352,45,256,1764724115.867399,20.953
1764724115.891720,46,256,1764724115.870826,20.895
1764724115.895127,47,256,1764724115.874150,20.977
1764724115.898314,48,256,1764724115.877397,20.917
1764724115.901706,49,256,1764724115.880818,20.887
1764724115.905124,50,256,1764724115.884154,20.970
1764724115.908386,51,256,1764724115.887491,20.895
1764724115.911658,52,256,1764724115.890749,20.909
1764724115.915147,53,256,1764724115.894155,20.992
1764724115.918312,54,256,1764724115.897396,20.916
1764724115.921649,55,256,1764724115.900750,20.899
1764724115.925129,56,256,1764724115.904167,20.962
1764724115.928334,57,256,1764724115.907398,20.935
1764724115.931734,58,256,1764724115.910825,20.909
1764724115.935057,59,256,1764724115.914158,20.899
1764724115.938264,60,256,1764724115.917396,20.867
1764724115.941734,61,256,1764724115.920823,20.911
1764724115.945085,62,256,1764724115.924153,20.932
1764724115.948382,63,256,1764724115.927495,20.886
1764724115.951686,64,256,1764724115.930773,20.914
1764724115.954983,65,256,1764724115.934115,20.868
1764724115.958302,66,256,1764724115.937418,20.884
1764724115.961660,67,256,1764724115.940758,20.901
1764724115.965497,68,256,1764724115.944190,21.307
1764724115.968392,69,256,1764724115.947467,20.925
1764724115.971644,70,256,1764724115.950726,20.918
1764724115.974996,71,256,1764724115.954091,20.906
1764724115.978329,72,256,1764724115.957427,20.903
1764724115.981647,73,256,1764724115.960776,20.871
1764724115.985017,74,256,1764724115.964096,20.921
1764724115.988370,75,256,1764724115.967430,20.941
1764724115.991647,76,256,1764724115.970774,20.874
1764724115.995055,77,256,1764724115.974107,20.948
1764724115.998323,78,256,1764724115.977432,20.891
1764724116.001568,79,256,1764724115.980710,20.859
1764724116.005014,80,256,1764724115.984086,20.928
1764724116.008353,81,256,1764724115.987439,20.914
1764724116.011770,82,256,1764724115.990767,21.003
1764724116.015336,83,256,1764724115.994324,21.012
1764724116.018316,84,256,1764724115.997385,20.931
1764724116.021579,85,256,1764724116.000711,20.868
1764724116.024985,86,256,1764724116.004102,20.883
1764724116.028304,87,256,1764724116.007381,20.923
1764724116.031675,88,256,1764724116.010784,20.890
1764724116.035113,89,256,1764724116.014195,20.918
1764724116.038245,90,256,1764724116.017379,20.865
1764724116.041548,91,256,1764724116.020711,20.837
1764724116.045002,92,256,1764724116.024118,20.883
1764724116.048203,93,256,1764724116.027381,20.822
1764724116.051568,94,256,1764724116.030713,20.855
1764724116.054883,95,256,1764724116.034034,20.850
1764724116.058296,96,256,1764724116.037363,20.933
